SITE CODE= E4EìåãûêÁë„ìcãÊëÂéËí¨        ,38.1033,142.8600, 24,9.0,40613.6154873, 54.13, 94.51
 LAT.=   35.6890
 LON.=  139.7559
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 47 10
 NS,EW,UD
4.927,7.944,-0.116
4.852,7.462,-0.223
4.686,6.919,-0.218
4.454,6.385,-0.101
4.164,5.896,0.070
3.821,5.464,0.229
3.438,5.111,0.341
3.048,4.876,0.414
2.685,4.799,0.463
2.376,4.896,0.490
2.135,5.153,0.488
1.980,5.535,0.463
1.928,5.993,0.433
1.992,6.468,0.409
2.157,6.885,0.390
2.392,7.173,0.364
2.662,7.284,0.332
2.939,7.211,0.312
3.206,6.972,0.326
3.439,6.593,0.370
3.599,6.086,0.415
3.647,5.467,0.421
3.561,4.768,0.377
3.355,4.040,0.303
3.077,3.340,0.224
2.788,2.717,0.146
2.535,2.205,0.057
2.351,1.839,-0.033
2.250,1.653,-0.084
2.243,1.674,-0.048
2.333,1.908,0.072
2.514,2.334,0.213
2.764,2.905,0.307
3.050,3.563,0.347
3.344,4.240,0.387
3.617,4.873,0.473
3.842,5.408,0.581
3.992,5.803,0.639
4.053,6.030,0.602
4.034,6.075,0.498
3.963,5.942,0.395
3.865,5.652,0.335
3.744,5.241,0.315
3.592,4.747,0.317
3.402,4.201,0.333
3.183,3.618,0.359
2.952,2.996,0.371
2.718,2.328,0.329
2.482,1.624,0.220
2.252,0.923,0.083
2.043,0.294,-0.027
1.871,-0.194,-0.089
1.738,-0.513,-0.130
1.630,-0.688,-0.184
1.535,-0.778,-0.255
1.456,-0.840,-0.309
1.408,-0.904,-0.309
1.407,-0.975,-0.249
1.455,-1.051,-0.153
1.544,-1.131,-0.047
1.663,-1.218,0.052
1.798,-1.312,0.137
1.933,-1.411,0.202
2.049,-1.505,0.238
2.127,-1.566,0.240
2.163,-1.554,0.216
2.162,-1.431,0.190
2.143,-1.199,0.193
2.135,-0.905,0.236
2.166,-0.618,0.298
2.261,-0.396,0.344
2.433,-0.256,0.362
2.677,-0.184,0.378
2.968,-0.152,0.434
3.263,-0.134,0.531
3.514,-0.113,0.626
3.679,-0.080,0.676
3.748,-0.042,0.679
3.737,-0.012,0.672
3.683,-0.007,0.674
3.620,-0.040,0.666
3.575,-0.108,0.617
3.566,-0.192,0.530
3.602,-0.276,0.441
3.679,-0.351,0.385
3.774,-0.427,0.366
3.857,-0.522,0.366
3.904,-0.641,0.377
3.908,-0.760,0.416
3.876,-0.836,0.503
3.811,-0.839,0.642
3.702,-0.773,0.821
3.537,-0.679,1.023
3.313,-0.607,1.228
3.047,-0.597,1.417
2.772,-0.678,1.570
2.529,-0.870,1.679
2.358,-1.179,1.749
2.292,-1.586,1.792
2.344,-2.042,1.819
2.511,-2.491,1.828
2.774,-2.891,1.809
3.109,-3.228,1.747
3.487,-3.504,1.639
3.883,-3.720,1.511
4.271,-3.864,1.417
4.626,-3.924,1.398
4.937,-3.895,1.445
5.192,-3.785,1.503
5.388,-3.616,1.521
5.519,-3.414,1.496
5.583,-3.198,1.468
5.576,-2.975,1.469
5.491,-2.742,1.485
5.321,-2.500,1.479
5.063,-2.266,1.420
4.729,-2.074,1.302
4.348,-1.965,1.136
3.964,-1.961,0.946
3.620,-2.060,0.771
3.347,-2.229,0.664
3.154,-2.427,0.648
3.025,-2.620,0.708
2.929,-2.809,0.798
2.836,-3.027,0.886
2.736,-3.324,0.967
2.632,-3.730,1.039
2.535,-4.219,1.083
2.446,-4.711,1.075
2.353,-5.122,1.019
2.247,-5.402,0.949
2.123,-5.559,0.898
1.986,-5.633,0.869
1.851,-5.653,0.854
1.737,-5.612,0.865
1.665,-5.479,0.933
1.643,-5.224,1.073
1.651,-4.854,1.254
1.648,-4.416,1.420
1.583,-3.982,1.539
1.428,-3.621,1.619
1.186,-3.371,1.689
0.875,-3.235,1.763
0.511,-3.191,1.824
0.093,-3.212,1.855
-0.383,-3.281,1.855
-0.912,-3.388,1.840
-1.465,-3.529,1.825
-2.003,-3.688,1.816
-2.483,-3.836,1.824
-2.876,-3.934,1.862
-3.161,-3.951,1.936
-3.321,-3.880,2.030
-3.344,-3.746,2.111
-3.233,-3.580,2.149
-3.006,-3.402,2.141
-2.703,-3.195,2.106
-2.371,-2.933,2.073
-2.060,-2.608,2.054
-1.816,-2.250,2.036
-1.684,-1.907,1.999
-1.698,-1.619,1.943
-1.869,-1.399,1.903
-2.180,-1.244,1.928
-2.593,-1.147,2.032
-3.068,-1.097,2.181
-3.579,-1.073,2.317
-4.097,-1.039,2.409
-4.588,-0.959,2.477
-5.009,-0.813,2.545
-5.324,-0.601,2.598
-5.515,-0.331,2.576
-5.579,-0.022,2.440
-5.507,0.306,2.210
-5.286,0.628,1.951
-4.909,0.915,1.707
-4.401,1.141,1.472
-3.819,1.299,1.231
-3.230,1.401,1.012
-2.686,1.475,0.876
-2.205,1.549,0.863
-1.791,1.635,0.951
-1.448,1.738,1.072
-1.189,1.862,1.172
-1.021,2.020,1.240
-0.932,2.233,1.281
-0.898,2.512,1.289
-0.896,2.846,1.242
-0.916,3.209,1.130
-0.952,3.569,0.979
-0.998,3.895,0.832
-1.031,4.151,0.711
-1.033,4.304,0.616
-1.006,4.333,0.533
-0.985,4.252,0.465
-1.009,4.107,0.438
-1.104,3.949,0.473
-1.262,3.797,0.563
-1.461,3.634,0.663
-1.675,3.426,0.720
-1.883,3.153,0.708
-2.060,2.824,0.647
-2.174,2.470,0.580
-2.200,2.127,0.539
-2.135,1.825,0.527
-1.998,1.582,0.519
-1.812,1.401,0.495
-1.588,1.273,0.455
-1.324,1.188,0.415
-1.021,1.125,0.392
-0.704,1.066,0.381
-0.422,0.993,0.359
-0.218,0.891,0.309
-0.102,0.756,0.239
-0.051,0.584,0.185
-0.027,0.365,0.188
-0.001,0.080,0.260
0.039,-0.278,0.377
0.110,-0.689,0.503
0.229,-1.104,0.620
0.408,-1.473,0.737
0.645,-1.771,0.875
0.911,-2.001,1.039
1.175,-2.158,1.211
1.413,-2.219,1.372
1.615,-2.161,1.511
1.773,-1.990,1.621
1.879,-1.760,1.687
1.927,-1.543,1.693
1.911,-1.390,1.640
1.838,-1.308,1.553
1.712,-1.288,1.463
1.535,-1.331,1.391
1.303,-1.471,1.337
1.012,-1.744,1.294
0.666,-2.161,1.261
0.275,-2.688,1.238
-0.140,-3.260,1.218
-0.562,-3.813,1.187
-0.977,-4.305,1.135
-1.378,-4.712,1.064
-1.757,-5.020,0.981
-2.094,-5.210,0.888
-2.357,-5.279,0.778
-2.510,-5.254,0.657
-2.530,-5.194,0.550
-2.420,-5.159,0.481
-2.209,-5.187,0.449
-1.943,-5.280,0.426
-1.667,-5.425,0.383
-1.420,-5.623,0.323
-1.228,-5.885,0.276
-1.109,-6.209,0.270
-1.067,-6.563,0.300
-1.091,-6.886,0.336
-1.160,-7.131,0.355
-1.251,-7.284,0.357
-1.344,-7.370,0.359
-1.427,-7.421,0.375
-1.484,-7.448,0.410
-1.497,-7.437,0.454
-1.458,-7.367,0.488
-1.374,-7.235,0.486
-1.263,-7.061,0.442
-1.143,-6.880,0.378
-1.025,-6.722,0.339
-0.922,-6.604,0.358
-0.858,-6.534,0.421
-0.857,-6.523,0.482
-0.924,-6.581,0.509
-1.027,-6.707,0.513
-1.108,-6.890,0.536
-1.116,-7.102,0.604
-1.034,-7.311,0.687
-0.879,-7.488,0.724
-0.677,-7.620,0.667
-0.439,-7.705,0.516
-0.160,-7.743,0.316
0.172,-7.731,0.120
0.554,-7.652,-0.049
0.971,-7.482,-0.200
1.399,-7.195,-0.343
1.815,-6.777,-0.463
2.201,-6.231,-0.527
2.541,-5.582,-0.515
2.813,-4.875,-0.455
2.996,-4.168,-0.409
3.078,-3.512,-0.429
3.062,-2.941,-0.530
2.962,-2.476,-0.684
2.795,-2.134,-0.859
2.570,-1.933,-1.030
2.296,-1.884,-1.181
1.992,-1.978,-1.304
1.696,-2.176,-1.391
1.456,-2.429,-1.439
1.310,-2.682,-1.441
1.273,-2.886,-1.388
1.345,-2.997,-1.277
1.517,-2.985,-1.140
1.778,-2.856,-1.036
2.106,-2.657,-1.018
2.470,-2.456,-1.102
2.830,-2.302,-1.258
3.154,-2.206,-1.436
3.430,-2.137,-1.596
3.654,-2.066,-1.722
3.825,-1.989,-1.815
3.938,-1.928,-1.890
3.987,-1.914,-1.947
3.958,-1.970,-1.980
3.847,-2.101,-1.979
3.648,-2.301,-1.955
3.374,-2.553,-1.942
3.048,-2.838,-1.968
2.703,-3.133,-2.034
2.369,-3.419,-2.120
2.073,-3.676,-2.214
1.830,-3.876,-2.333
1.656,-3.981,-2.495
1.563,-3.953,-2.686
1.546,-3.771,-2.867
1.590,-3.438,-3.006
1.672,-2.976,-3.104
1.774,-2.421,-3.182
1.896,-1.818,-3.251
2.045,-1.210,-3.306
2.216,-0.633,-3.346
2.388,-0.099,-3.381
2.521,0.391,-3.423
2.578,0.834,-3.469
2.544,1.206,-3.518
2.424,1.459,-3.581
2.241,1.545,-3.680
2.019,1.442,-3.822
1.778,1.166,-3.984
1.531,0.769,-4.131
1.274,0.323,-4.248
0.993,-0.096,-4.342
0.668,-0.424,-4.419
0.294,-0.616,-4.472
-0.118,-0.657,-4.483
-0.552,-0.554,-4.443
-0.990,-0.345,-4.370
-1.423,-0.086,-4.287
-1.839,0.169,-4.218
-2.213,0.386,-4.174
-2.516,0.547,-4.157
-2.721,0.642,-4.161
-2.813,0.652,-4.172
-2.788,0.556,-4.186
-2.654,0.348,-4.203
-2.439,0.055,-4.231
-2.176,-0.275,-4.272
-1.899,-0.590,-4.317
-1.629,-0.843,-4.350
-1.372,-1.005,-4.364
-1.137,-1.065,-4.361
-0.944,-1.030,-4.360
-0.818,-0.922,-4.386
-0.780,-0.759,-4.452
-0.832,-0.539,-4.544
-0.965,-0.246,-4.632
-1.167,0.129,-4.684
-1.428,0.571,-4.704
-1.732,1.047,-4.726
-2.056,1.528,-4.784
-2.367,1.993,-4.876
-2.645,2.431,-4.972
-2.884,2.820,-5.058
-3.092,3.129,-5.159
-3.280,3.341,-5.314
-3.441,3.459,-5.518
-3.559,3.505,-5.711
-3.619,3.508,-5.835
-3.623,3.486,-5.892
-3.591,3.453,-5.939
-3.545,3.413,-6.021
-3.497,3.364,-6.127
-3.445,3.289,-6.208
-3.384,3.168,-6.235
-3.301,2.994,-6.227
-3.187,2.782,-6.214
-3.028,2.567,-6.199
-2.823,2.382,-6.164
-2.589,2.243,-6.099
-2.360,2.152,-6.018
-2.175,2.102,-5.932
-2.064,2.087,-5.830
-2.049,2.101,-5.692
-2.145,2.131,-5.521
-2.352,2.156,-5.344
-2.661,2.161,-5.190
-3.049,2.135,-5.062
-3.491,2.075,-4.951
-3.963,1.976,-4.861
-4.434,1.829,-4.807
-4.867,1.628,-4.795
-5.229,1.386,-4.809
-5.516,1.135,-4.823
-5.752,0.909,-4.835
-5.973,0.725,-4.864
-6.198,0.577,-4.932
-6.415,0.440,-5.042
-6.594,0.297,-5.177
-6.714,0.145,-5.311
-6.762,-0.004,-5.425
-6.733,-0.139,-5.515
-6.622,-0.255,-5.591
-6.436,-0.350,-5.676
-6.193,-0.419,-5.783
-5.917,-0.456,-5.907
-5.623,-0.454,-6.014
-5.315,-0.410,-6.068
-4.993,-0.316,-6.056
-4.671,-0.162,-5.994
-4.376,0.056,-5.914
-4.137,0.330,-5.831
-3.975,0.625,-5.740
-3.901,0.899,-5.625
-3.916,1.126,-5.482
-4.021,1.311,-5.328
-4.208,1.482,-5.194
-4.464,1.662,-5.102
-4.777,1.850,-5.058
-5.137,2.022,-5.047
-5.531,2.162,-5.040
-5.938,2.281,-5.005
-6.324,2.407,-4.928
-6.642,2.558,-4.820
-6.847,2.717,-4.708
-6.911,2.848,-4.611
-6.825,2.936,-4.519
-6.608,2.994,-4.414
-6.294,3.051,-4.293
-5.930,3.114,-4.182
-5.560,3.153,-4.106
-5.213,3.125,-4.066
-4.905,3.012,-4.033
-4.638,2.828,-3.982
-4.419,2.609,-3.916
-4.261,2.395,-3.850
-4.188,2.218,-3.782
-4.212,2.112,-3.675
-4.329,2.105,-3.486
-4.512,2.205,-3.209
-4.722,2.388,-2.881
-4.914,2.608,-2.567
-5.046,2.816,-2.316
-5.082,2.986,-2.140
-5.010,3.121,-2.019
-4.846,3.231,-1.923
-4.635,3.314,-1.839
-4.424,3.347,-1.777
-4.237,3.303,-1.750
-4.063,3.168,-1.752
-3.876,2.952,-1.755
-3.676,2.678,-1.727
-3.490,2.379,-1.651
-3.356,2.083,-1.531
-3.286,1.812,-1.370
-3.253,1.564,-1.169
-3.224,1.322,-0.927
-3.177,1.064,-0.672
-3.123,0.782,-0.449
-3.077,0.488,-0.285
-3.039,0.201,-0.161
-2.994,-0.068,-0.019
-2.919,-0.317,0.183
-2.805,-0.536,0.438
-2.658,-0.710,0.693
-2.500,-0.826,0.902
-2.351,-0.889,1.056
-2.225,-0.905,1.185
-2.125,-0.865,1.315
-2.045,-0.739,1.456
-1.978,-0.496,1.598
-1.917,-0.143,1.736
-1.855,0.264,1.872
-1.791,0.650,2.005
-1.725,0.955,2.136
-1.659,1.163,2.281
-1.598,1.295,2.463
-1.541,1.384,2.687
-1.490,1.453,2.915
-1.446,1.508,3.086
-1.399,1.552,3.171
-1.335,1.601,3.198
-1.232,1.680,3.232
-1.081,1.809,3.307
-0.892,1.975,3.406
-0.689,2.139,3.489
-0.492,2.250,3.539
-0.315,2.269,3.574
-0.173,2.186,3.625
-0.081,2.014,3.716
-0.056,1.781,3.851
-0.105,1.527,4.016
-0.225,1.285,4.184
-0.406,1.068,4.324
-0.635,0.866,4.421
-0.887,0.668,4.488
-1.137,0.481,4.550
-1.357,0.341,4.615
-1.529,0.287,4.660
-1.643,0.339,4.661
-1.685,0.491,4.616
-1.637,0.721,4.555
-1.498,1.009,4.508
-1.281,1.338,4.494
-1.017,1.688,4.514
-0.726,2.038,4.566
-0.415,2.363,4.644
-0.084,2.631,4.736
0.267,2.801,4.836
0.635,2.829,4.947
1.015,2.688,5.063
1.402,2.393,5.164
1.783,1.990,5.224
2.135,1.536,5.231
2.426,1.075,5.207
2.627,0.638,5.183
2.721,0.259,5.179
2.706,-0.021,5.198
2.594,-0.167,5.245
2.416,-0.172,5.324
2.200,-0.063,5.424
1.972,0.119,5.507
1.752,0.349,5.543
1.562,0.611,5.549
1.435,0.888,5.575
1.397,1.153,5.642
1.446,1.365,5.708
1.549,1.485,5.704
1.662,1.486,5.611
1.756,1.354,5.482
1.823,1.091,5.385
1.865,0.714,5.345
1.876,0.262,5.346
1.850,-0.217,5.367
1.787,-0.681,5.413
1.697,-1.103,5.490
1.591,-1.468,5.584
1.460,-1.772,5.660
1.285,-2.007,5.697
1.053,-2.155,5.696
0.774,-2.191,5.668
0.475,-2.101,5.618
0.188,-1.899,5.557
-0.065,-1.628,5.505
-0.273,-1.331,5.478
-0.431,-1.031,5.465
-0.530,-0.730,5.439
-0.562,-0.440,5.384
-0.520,-0.203,5.321
-0.407,-0.082,5.280
-0.240,-0.117,5.268
-0.043,-0.302,5.255
0.148,-0.592,5.203
0.310,-0.929,5.102
0.435,-1.262,4.972
0.530,-1.548,4.840
0.611,-1.756,4.723
0.692,-1.871,4.624
0.783,-1.901,4.536
0.889,-1.869,4.451
1.018,-1.805,4.364
1.173,-1.739,4.276
1.352,-1.703,4.201
1.545,-1.719,4.154
1.732,-1.791,4.147
1.884,-1.909,4.177
1.976,-2.065,4.227
1.993,-2.260,4.266
1.931,-2.495,4.263
1.793,-2.749,4.201
1.588,-2.979,4.094
1.340,-3.148,3.976
1.089,-3.246,3.870
0.870,-3.281,3.771
0.700,-3.258,3.652
0.574,-3.160,3.503
0.483,-2.973,3.350
0.425,-2.703,3.239
0.411,-2.380,3.194
0.439,-2.035,3.197
0.486,-1.685,3.210
0.518,-1.330,3.207
0.513,-0.979,3.185
0.469,-0.655,3.153
0.400,-0.397,3.114
0.330,-0.242,3.059
0.286,-0.208,2.986
0.302,-0.287,2.903
0.411,-0.445,2.832
0.628,-0.634,2.789
0.942,-0.816,2.780
1.313,-0.970,2.802
1.688,-1.079,2.846
2.028,-1.111,2.903
2.323,-1.030,2.971
2.580,-0.822,3.044
2.802,-0.513,3.116
2.970,-0.156,3.172
3.056,0.205,3.195
3.042,0.544,3.169
2.938,0.837,3.092
2.779,1.035,2.968
2.601,1.076,2.811
2.433,0.929,2.636
2.296,0.615,2.468
2.198,0.197,2.326
2.133,-0.258,2.221
2.078,-0.711,2.141
2.013,-1.134,2.058
1.936,-1.493,1.957
1.868,-1.755,1.854
1.837,-1.905,1.782
1.855,-1.960,1.757
1.916,-1.957,1.761
2.010,-1.927,1.763
2.136,-1.889,1.753
2.304,-1.854,1.744
2.520,-1.841,1.746
2.781,-1.864,1.744
3.072,-1.927,1.715
3.374,-2.020,1.654
3.663,-2.127,1.583
3.911,-2.228,1.514
4.092,-2.304,1.433
4.190,-2.344,1.316
4.204,-2.357,1.168
4.146,-2.373,1.030
4.039,-2.412,0.941
3.900,-2.465,0.905
3.747,-2.493,0.890
3.584,-2.468,0.872
3.411,-2.398,0.852
3.233,-2.325,0.844
3.063,-2.287,0.843
2.923,-2.292,0.833
2.834,-2.328,0.801
2.808,-2.376,0.753
2.844,-2.428,0.695
2.932,-2.472,0.623
3.063,-2.487,0.537
3.234,-2.451,0.455
3.439,-2.353,0.411
3.677,-2.196,0.419
3.940,-1.994,0.450
4.224,-1.764,0.469
4.525,-1.529,0.469
4.836,-1.318,0.489
5.145,-1.159,0.563
5.433,-1.069,0.679
5.681,-1.045,0.793
5.870,-1.064,0.880
5.986,-1.096,0.953
6.019,-1.114,1.023
5.962,-1.110,1.060
5.820,-1.091,1.009
5.610,-1.074,0.860
5.358,-1.070,0.668
5.087,-1.079,0.503
4.810,-1.093,0.375
4.534,-1.112,0.241
4.274,-1.155,0.072
4.051,-1.242,-0.098
3.892,-1.388,-0.214
3.809,-1.592,-0.262
3.799,-1.842,-0.286
3.838,-2.127,-0.332
3.899,-2.432,-0.399
3.963,-2.738,-0.460
4.018,-3.027,-0.512
4.058,-3.284,-0.586
4.081,-3.501,-0.697
4.082,-3.664,-0.815
4.051,-3.742,-0.893
3.979,-3.702,-0.919
3.854,-3.536,-0.932
3.670,-3.279,-0.971
3.436,-2.981,-1.035
3.176,-2.679,-1.082
2.921,-2.373,-1.083
2.693,-2.055,-1.049
2.501,-1.733,-1.023
2.343,-1.442,-1.043
2.218,-1.202,-1.113
2.133,-1.003,-1.202
2.101,-0.816,-1.270
2.133,-0.632,-1.292
2.228,-0.467,-1.285
2.370,-0.342,-1.292
2.529,-0.255,-1.345
2.674,-0.189,-1.426
2.781,-0.151,-1.487
2.846,-0.177,-1.498
2.873,-0.297,-1.476
2.867,-0.500,-1.466
2.838,-0.731,-1.487
2.800,-0.935,-1.519
2.771,-1.100,-1.526
2.764,-1.241,-1.500
2.774,-1.373,-1.464
2.793,-1.492,-1.449
2.821,-1.592,-1.466
2.870,-1.688,-1.505
2.957,-1.814,-1.551
3.077,-1.996,-1.586
3.211,-2.236,-1.598
3.334,-2.511,-1.590
3.429,-2.787,-1.589
3.487,-3.043,-1.622
3.499,-3.277,-1.683
3.458,-3.504,-1.735
3.361,-3.742,-1.738
3.219,-3.984,-1.703
3.050,-4.204,-1.683
2.870,-4.365,-1.730
2.695,-4.462,-1.847
2.544,-4.520,-1.992
2.430,-4.577,-2.113
2.357,-4.648,-2.186
2.314,-4.719,-2.226
2.278,-4.769,-2.270
2.226,-4.794,-2.354
2.135,-4.810,-2.490
1.994,-4.834,-2.655
1.802,-4.858,-2.793
1.571,-4.850,-2.867
1.322,-4.782,-2.882
1.068,-4.648,-2.874
0.815,-4.474,-2.870
0.563,-4.299,-2.862
0.311,-4.150,-2.825
0.063,-4.031,-2.758
-0.174,-3.924,-2.689
-0.395,-3.814,-2.641
-0.586,-3.709,-2.607
-0.726,-3.623,-2.566
-0.794,-3.565,-2.518
-0.776,-3.529,-2.501
-0.678,-3.508,-2.557
-0.525,-3.510,-2.695
-0.358,-3.556,-2.890
-0.224,-3.657,-3.089
-0.167,-3.789,-3.238
-0.214,-3.903,-3.302
-0.371,-3.953,-3.276
-0.631,-3.915,-3.198
-0.977,-3.797,-3.126
-1.389,-3.629,-3.092
-1.846,-3.445,-3.082
-2.327,-3.268,-3.059
-2.821,-3.099,-3.011
-3.323,-2.914,-2.974
-3.823,-2.689,-2.990
-4.293,-2.427,-3.062
-4.690,-2.166,-3.148
-4.968,-1.948,-3.196
-5.106,-1.779,-3.184
-5.103,-1.615,-3.123
-4.979,-1.399,-3.041
-4.766,-1.107,-2.949
-4.499,-0.767,-2.844
-4.217,-0.437,-2.708
-3.955,-0.163,-2.538
-3.728,0.037,-2.347
-3.532,0.164,-2.173
-3.349,0.222,-2.047
-3.161,0.214,-1.976
-2.968,0.148,-1.937
-2.787,0.043,-1.907
-2.649,-0.070,-1.885
-2.582,-0.157,-1.894
-2.596,-0.188,-1.947
-2.682,-0.142,-2.025
-2.813,-0.015,-2.093
-2.963,0.184,-2.129
-3.122,0.439,-2.148
-3.289,0.730,-2.178
-3.470,1.038,-2.230
-3.664,1.349,-2.288
-3.857,1.667,-2.325
-4.034,2.007,-2.333
-4.182,2.380,-2.324
-4.299,2.777,-2.327
-4.388,3.160,-2.371
-4.451,3.484,-2.475
-4.479,3.724,-2.634
-4.465,3.895,-2.815
-4.406,4.038,-2.973
-4.309,4.190,-3.083
-4.181,4.364,-3.155
-4.026,4.548,-3.219
-3.831,4.725,-3.291
-3.583,4.894,-3.357
-3.280,5.078,-3.401
-2.951,5.301,-3.418
-2.633,5.566,-3.423
-2.354,5.840,-3.430
-2.112,6.067,-3.447
-1.894,6.198,-3.474
-1.694,6.214,-3.512
-1.526,6.136,-3.557
-1.406,6.008,-3.592
-1.342,5.879,-3.602
-1.329,5.789,-3.586
-1.358,5.763,-3.559
-1.422,5.802,-3.533
-1.506,5.878,-3.505
-1.582,5.943,-3.458
-1.622,5.954,-3.388
-1.610,5.900,-3.306
-1.552,5.807,-3.231
-1.463,5.713,-3.170
-1.360,5.625,-3.121
-1.258,5.510,-3.088
-1.171,5.326,-3.076
-1.108,5.068,-3.088
-1.069,4.785,-3.106
-1.045,4.556,-3.110
-1.032,4.437,-3.088
-1.033,4.423,-3.043
-1.058,4.465,-2.985
-1.112,4.508,-2.917
-1.187,4.524,-2.841
-1.273,4.514,-2.758
-1.355,4.487,-2.674
-1.422,4.437,-2.591
-1.466,4.349,-2.513
-1.489,4.214,-2.461
-1.499,4.036,-2.457
-1.495,3.832,-2.502
-1.458,3.627,-2.562
-1.358,3.450,-2.589
-1.188,3.330,-2.563
-0.976,3.294,-2.506
-0.771,3.356,-2.445
-0.616,3.509,-2.384
-0.529,3.731,-2.306
-0.506,3.997,-2.205
-0.547,4.295,-2.096
-0.661,4.618,-1.993
-0.853,4.963,-1.879
-1.116,5.315,-1.729
-1.430,5.650,-1.551
-1.769,5.939,-1.392
-2.112,6.159,-1.292
-2.435,6.303,-1.234
-2.714,6.376,-1.159
-2.932,6.394,-1.017
-3.092,6.372,-0.806
-3.211,6.326,-0.564
-3.310,6.272,-0.327
-3.393,6.223,-0.116
-3.444,6.183,0.054
-3.440,6.143,0.173
-3.369,6.090,0.247
-3.242,6.018,0.305
-3.089,5.943,0.377
-2.946,5.892,0.465
-2.839,5.875,0.541
-2.782,5.872,0.582
-2.771,5.847,0.593
-2.802,5.788,0.613
-2.868,5.726,0.680
-2.963,5.711,0.809
-3.083,5.773,0.995
-3.226,5.905,1.217
-3.385,6.077,1.446
-3.554,6.267,1.649
-3.724,6.464,1.801
-3.887,6.661,1.905
-4.045,6.839,1.990
-4.196,6.981,2.087
-4.337,7.093,2.196
-4.460,7.188,2.294
-4.559,7.263,2.360
-4.639,7.288,2.394
-4.719,7.220,2.419
-4.815,7.043,2.447
-4.936,6.783,2.477
-5.070,6.502,2.505
-5.203,6.261,2.544
-5.328,6.104,2.608
-5.449,6.043,2.691
-5.573,6.063,2.760
-5.695,6.130,2.780
-5.801,6.225,2.750
-5.882,6.351,2.697
-5.939,6.522,2.647
-5.981,6.730,2.603
-6.007,6.936,2.550
-6.007,7.087,2.496
-5.966,7.165,2.467
-5.879,7.200,2.494
-5.756,7.236,2.573
-5.613,7.296,2.677
-5.466,7.365,2.779
-5.335,7.427,2.877
-5.243,7.480,2.993
-5.210,7.536,3.140
-5.251,7.589,3.310
-5.366,7.606,3.473
-5.538,7.548,3.599
-5.739,7.400,3.680
-5.937,7.167,3.727
-6.101,6.865,3.759
-6.208,6.509,3.795
-6.246,6.126,3.849
-6.218,5.757,3.919
-6.131,5.437,3.990
-5.994,5.174,4.034
-5.808,4.947,4.035
-5.573,4.727,3.998
-5.291,4.499,3.957
-4.975,4.264,3.942
-4.649,4.026,3.955
-4.345,3.783,3.966
-4.092,3.524,3.940
-3.909,3.232,3.866
-3.798,2.891,3.758
-3.747,2.491,3.637
-3.740,2.052,3.519
-3.760,1.625,3.411
-3.803,1.277,3.316
-3.876,1.048,3.237
-3.986,0.934,3.171
-4.127,0.904,3.118
-4.282,0.933,3.083
-4.430,1.027,3.076
-4.556,1.206,3.096
-4.659,1.482,3.133
-4.740,1.836,3.172
-4.800,2.233,3.197
-4.839,2.633,3.196
-4.861,2.998,3.148
-4.868,3.302,3.041
-4.847,3.537,2.881
-4.773,3.715,2.700
-4.623,3.864,2.537
-4.402,4.011,2.413
-4.144,4.164,2.324
-3.887,4.317,2.258
-3.652,4.453,2.202
-3.433,4.555,2.156
-3.213,4.607,2.115
-2.989,4.594,2.069
-2.777,4.505,2.000
-2.598,4.346,1.898
-2.471,4.142,1.768
-2.402,3.924,1.627
-2.388,3.710,1.489
-2.428,3.505,1.349
-2.514,3.301,1.195
-2.630,3.092,1.034
-2.746,2.887,0.901
-2.832,2.713,0.837
-2.874,2.595,0.850
-2.876,2.541,0.907
-2.851,2.529,0.966
-2.800,2.510,1.013
-2.711,2.434,1.063
-2.574,2.265,1.123
-2.388,1.994,1.167
-2.162,1.631,1.157
-1.898,1.206,1.081
-1.591,0.758,0.965
-1.235,0.326,0.849
-0.846,-0.056,0.755
-0.461,-0.376,0.672
-0.125,-0.634,0.584
0.128,-0.835,0.491
0.294,-0.981,0.419
0.393,-1.068,0.394
0.454,-1.095,0.413
0.505,-1.069,0.447
0.560,-1.001,0.461
0.618,-0.903,0.451
0.672,-0.787,0.446
0.712,-0.669,0.468
0.723,-0.562,0.507
0.693,-0.469,0.532
0.623,-0.378,0.526
0.536,-0.281,0.518
0.473,-0.184,0.546
0.465,-0.109,0.620
0.525,-0.064,0.705
0.650,-0.030,0.763
0.843,0.026,0.789
1.113,0.120,0.810
1.459,0.232,0.852
1.854,0.332,0.913
2.249,0.404,0.968
2.604,0.453,0.997
2.907,0.479,0.999
3.179,0.460,0.990
3.451,0.365,0.989
3.749,0.183,1.005
4.077,-0.063,1.031
4.421,-0.330,1.057
4.750,-0.584,1.079
5.023,-0.816,1.096
5.208,-1.030,1.105
5.288,-1.225,1.094
5.272,-1.391,1.058
5.193,-1.510,1.016
5.090,-1.558,1.013
4.994,-1.524,1.072
4.910,-1.421,1.158
4.825,-1.291,1.206
4.720,-1.194,1.170
4.594,-1.176,1.068
4.463,-1.247,0.960
4.352,-1.382,0.889
4.272,-1.539,0.854
4.216,-1.684,0.829
4.168,-1.803,0.796
4.121,-1.903,0.752
4.085,-2.004,0.703
4.079,-2.129,0.656
4.105,-2.287,0.631
4.152,-2.459,0.642
4.199,-2.604,0.677
4.241,-2.679,0.696
4.292,-2.675,0.661
4.371,-2.620,0.577
