SITE CODE= 4B9ëÂçËéså√êÏéOì˙í¨          ,38.1033,142.8600, 24,9.0,40613.6154873, 26.93, 46.56
 LAT.=   38.5741
 LON.=  140.9561
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
4.449,-0.403,2.578
4.783,-0.110,2.746
4.970,0.232,2.807
4.903,0.455,2.836
4.709,0.371,2.879
4.368,0.312,2.605
4.133,0.462,1.824
4.141,0.642,1.153
3.953,1.040,1.167
3.720,1.866,1.923
3.504,2.772,2.859
3.130,3.623,3.107
2.469,4.277,2.418
1.771,4.741,1.219
1.334,5.370,0.179
1.118,6.079,-0.607
1.293,6.850,-1.248
1.552,7.541,-1.145
2.008,7.992,-0.296
2.689,8.436,0.380
2.918,8.479,0.407
2.985,8.014,0.206
2.806,7.561,0.504
2.248,7.147,1.235
1.760,6.944,1.632
1.231,6.830,1.364
0.900,6.503,0.838
0.909,6.371,0.265
0.929,6.252,-0.316
0.873,5.858,-0.304
0.834,5.506,0.625
0.919,5.193,2.034
0.907,4.905,3.137
0.696,4.697,3.211
0.381,4.512,2.468
-0.009,4.524,1.484
-0.399,4.720,0.495
-0.846,4.593,-0.038
-1.179,4.068,0.120
-1.513,3.421,0.435
-1.936,2.512,0.238
-2.118,1.452,-0.557
-2.236,0.475,-1.101
-2.113,-0.255,-0.650
-1.768,-0.434,0.302
-1.494,-0.386,0.840
-1.188,-0.371,0.602
-1.107,-0.041,0.140
-1.047,0.534,0.249
-0.889,1.246,0.649
-0.859,2.106,0.809
-0.877,2.751,0.532
-0.916,3.238,-0.136
-0.927,3.443,-0.328
-1.066,3.160,0.209
-1.398,2.914,0.541
-1.938,2.461,0.806
-2.519,1.934,1.676
-2.820,2.241,2.340
-2.922,2.733,2.116
-2.977,2.980,1.529
-2.908,3.318,1.219
-2.524,3.327,1.435
-2.117,3.193,1.686
-1.887,3.043,1.479
-1.499,2.450,1.228
-0.889,1.911,1.177
-0.231,1.506,0.838
0.225,0.774,0.176
0.488,-0.008,-0.207
0.759,-0.596,-0.398
0.737,-0.895,-1.221
0.554,-0.957,-2.491
0.500,-0.980,-3.026
0.319,-0.630,-2.145
0.222,-0.036,-0.418
0.155,0.292,0.871
0.217,0.353,1.296
0.682,0.091,0.993
1.135,-0.053,0.139
1.568,0.069,-0.902
2.073,0.356,-1.991
2.435,1.211,-2.932
2.642,2.043,-3.422
2.823,2.730,-3.026
2.685,3.266,-1.866
2.181,3.231,-0.884
1.697,3.017,-0.411
1.074,2.409,-0.013
0.662,1.815,1.031
0.772,1.863,2.164
0.948,2.173,1.539
1.266,2.404,-0.516
1.680,2.227,-2.008
2.136,2.257,-2.405
2.473,2.408,-2.515
2.095,1.805,-2.801
1.525,1.063,-2.659
1.074,0.470,-1.700
0.489,0.204,-0.465
0.090,0.554,0.257
-0.188,0.854,-0.160
-0.239,1.261,-1.413
-0.027,1.882,-2.442
-0.056,2.387,-2.984
-0.340,3.118,-3.557
-0.974,3.654,-4.169
-2.021,3.963,-4.230
-3.045,4.554,-3.276
-4.199,5.120,-1.791
-5.423,5.824,-1.006
-6.346,6.260,-1.062
-6.978,5.897,-1.037
-7.164,5.656,-0.767
-7.315,5.461,-1.140
-7.541,4.719,-2.490
-7.605,3.720,-3.660
-7.884,2.686,-3.588
-8.299,2.122,-2.586
-8.867,1.957,-1.611
-9.711,1.701,-0.638
-10.364,1.674,0.907
-10.596,2.025,2.152
-10.557,2.505,2.104
-10.235,2.620,1.094
-9.385,2.274,0.202
-8.134,1.811,0.307
-6.791,1.393,0.578
-5.694,1.214,-0.136
-5.136,0.843,-1.397
-4.707,0.391,-2.017
-4.276,0.520,-1.470
-4.333,0.979,-0.681
-4.701,1.748,-0.503
-4.794,2.584,-0.670
-4.636,3.350,-1.011
-4.356,4.411,-1.732
-3.882,5.241,-2.351
-3.198,5.742,-1.911
-2.330,6.061,-0.623
-1.682,5.684,0.530
-1.255,4.586,0.974
-0.921,2.979,0.773
-0.958,1.105,0.276
-1.069,-0.546,-0.638
-1.049,-1.898,-1.607
-0.808,-2.891,-1.883
-0.226,-3.038,-1.580
0.479,-2.754,-1.255
1.209,-2.736,-1.450
1.943,-3.009,-2.082
2.785,-3.682,-2.609
3.451,-4.412,-2.622
3.836,-4.889,-2.016
4.338,-5.096,-1.318
4.717,-4.847,-0.627
5.141,-4.318,0.361
5.662,-3.413,1.192
5.727,-2.381,1.208
5.605,-1.836,0.189
5.465,-1.493,-1.372
4.897,-1.379,-2.584
4.138,-1.481,-3.122
3.676,-1.238,-3.143
3.030,-0.841,-2.762
2.198,-0.232,-2.137
1.456,0.615,-1.391
0.545,1.202,-0.879
-0.188,1.707,-1.222
-1.132,1.893,-2.191
-2.221,1.643,-2.638
-2.702,1.418,-1.918
-2.906,1.003,-0.563
-2.785,0.463,0.596
-2.396,-0.156,1.158
-2.045,-0.923,1.357
-1.756,-1.507,1.753
-1.489,-1.894,2.032
-1.181,-2.013,1.852
-1.065,-1.882,1.874
-0.881,-1.207,2.242
-0.555,0.175,2.215
-0.396,1.295,1.225
-0.172,1.921,-0.301
0.176,2.291,-1.795
0.354,2.337,-3.166
0.347,2.254,-3.611
0.439,2.052,-2.805
0.698,2.098,-1.464
0.779,2.361,-0.267
0.723,2.580,0.170
0.694,2.996,-0.044
0.392,3.270,-0.819
0.003,3.452,-2.220
-0.397,3.448,-3.611
-0.940,3.096,-4.382
-1.424,3.043,-3.957
-1.965,2.939,-2.409
-2.408,2.796,-0.669
-2.588,2.752,0.648
-2.490,2.323,1.351
-1.889,2.188,1.442
-1.010,2.231,1.003
-0.098,2.116,0.330
0.823,2.208,-0.096
1.442,1.994,0.008
1.930,1.673,0.428
2.504,1.363,0.455
2.855,0.595,-0.216
3.256,-0.078,-1.268
3.840,-0.452,-2.211
4.555,-0.620,-2.606
5.423,-0.411,-2.576
6.093,-0.077,-2.327
6.575,0.289,-2.005
6.933,0.759,-1.954
7.113,1.180,-1.957
7.106,1.504,-1.659
6.837,1.822,-0.786
6.268,1.986,0.779
5.482,2.063,2.144
4.493,2.185,2.205
3.203,2.149,0.879
2.161,2.237,-0.713
1.479,2.638,-1.466
0.751,3.249,-1.230
0.286,4.015,-0.298
-0.013,4.527,0.710
-0.501,4.574,1.184
-0.989,4.065,1.055
-1.505,3.278,0.714
-2.086,2.633,0.383
-2.473,2.017,-0.027
-2.748,1.650,-0.260
-2.625,1.788,-0.034
-2.008,2.388,0.738
-1.598,3.231,1.605
-1.078,3.897,1.955
-0.333,4.019,2.298
-0.026,3.628,2.929
0.293,3.152,3.464
0.636,2.459,3.400
0.620,1.756,1.997
0.789,1.309,-0.159
1.088,0.792,-1.648
1.238,0.896,-2.190
1.209,1.450,-1.930
1.035,1.679,-0.938
1.024,2.139,0.282
1.050,2.477,1.500
1.077,2.560,2.464
1.292,2.902,2.340
1.599,2.671,1.094
1.834,2.073,-0.635
2.203,1.870,-2.256
2.654,1.534,-3.169
2.902,1.217,-3.277
3.070,0.889,-2.297
3.126,0.203,0.104
3.187,-0.102,2.992
2.950,-0.169,4.902
2.534,-0.417,5.187
2.473,-0.378,3.816
2.593,-0.198,1.065
3.054,-0.014,-2.318
3.554,0.173,-5.210
4.211,-0.166,-6.202
5.163,-1.061,-4.671
5.750,-2.120,-1.589
5.993,-3.089,1.796
5.726,-3.704,4.716
5.192,-3.779,6.289
4.794,-3.365,5.987
4.392,-2.742,4.196
3.932,-2.061,1.763
3.511,-1.700,-0.234
3.395,-2.115,-1.180
3.204,-2.910,-1.149
2.847,-3.964,-0.156
2.457,-5.134,1.527
1.651,-5.812,3.081
0.730,-6.288,3.889
-0.124,-6.486,3.787
-0.993,-6.015,2.791
-1.517,-5.092,0.886
-1.656,-3.845,-1.655
-1.421,-2.848,-3.649
-0.927,-2.268,-3.795
-0.495,-1.677,-1.986
-0.200,-1.454,0.863
-0.212,-1.691,3.597
-0.490,-1.806,5.213
-0.751,-1.507,5.317
-0.957,-0.652,4.480
-1.019,0.640,3.739
-0.696,1.964,3.353
-0.092,3.033,2.395
0.542,3.350,0.778
1.125,2.532,-0.142
1.439,1.155,-0.002
1.417,-0.280,0.148
1.081,-1.773,-0.645
0.378,-3.021,-2.215
-0.295,-3.788,-3.323
-0.632,-3.796,-3.376
-0.798,-3.184,-2.840
-0.713,-2.713,-1.911
-0.343,-2.407,-0.683
0.113,-2.075,0.180
0.468,-2.253,-0.072
0.529,-3.158,-1.298
0.306,-4.384,-2.454
-0.103,-5.570,-2.754
-0.548,-6.450,-2.580
-0.922,-7.031,-3.038
-0.997,-7.277,-3.901
-0.513,-6.871,-3.729
0.357,-5.681,-2.316
1.150,-4.025,-0.568
1.545,-2.528,0.855
1.540,-1.309,1.993
0.984,-0.373,3.018
-0.149,0.280,3.065
-1.653,0.740,1.475
-3.121,0.550,-0.551
-3.975,0.071,-1.541
-4.423,-0.106,-1.424
-4.632,-0.432,-0.723
-4.419,-0.903,-0.028
-4.003,-1.486,0.294
-3.521,-2.396,0.791
-3.206,-2.989,1.603
-2.918,-2.840,1.842
-2.555,-2.359,1.388
-2.445,-1.755,0.898
-2.227,-0.934,0.852
-1.821,-0.122,1.432
-1.467,0.273,1.989
-1.128,0.177,1.868
-1.050,-0.559,1.226
-1.048,-1.506,0.239
-0.869,-1.942,-0.861
-0.589,-2.169,-1.660
-0.177,-2.001,-2.027
0.252,-1.437,-1.850
0.700,-1.179,-0.861
1.069,-1.037,0.677
1.159,-1.281,1.948
1.040,-2.227,2.472
0.834,-3.378,2.409
0.564,-4.586,2.362
0.250,-5.306,2.598
-0.002,-5.135,2.692
-0.316,-4.785,2.762
-0.602,-4.214,3.131
-0.781,-3.041,3.020
-1.194,-2.137,2.254
-1.550,-2.066,1.621
-1.607,-2.340,1.100
-1.669,-2.846,0.366
-1.567,-3.592,-0.636
-1.284,-4.138,-1.769
-0.813,-4.565,-2.487
0.046,-4.667,-2.296
0.932,-3.917,-1.606
1.894,-2.717,-1.385
2.931,-1.364,-1.446
3.686,-0.018,-0.888
4.342,1.089,0.138
4.793,1.740,1.246
4.986,1.623,2.240
5.193,1.088,2.435
5.355,0.074,1.401
5.646,-1.407,-0.540
6.131,-2.400,-2.572
6.541,-2.883,-3.882
6.874,-2.939,-4.046
6.947,-2.442,-3.201
6.798,-1.982,-1.896
6.365,-1.646,-0.604
5.380,-1.458,0.359
4.239,-1.464,1.000
3.034,-1.383,1.347
1.983,-1.296,1.258
1.395,-1.075,0.558
1.015,-0.690,-0.515
0.931,-0.598,-1.037
1.045,-0.616,-1.113
0.991,-0.584,-1.422
0.894,-1.033,-1.809
0.848,-1.497,-2.180
0.669,-1.482,-2.246
0.586,-1.339,-1.860
0.878,-0.817,-1.621
1.366,-0.496,-1.736
1.980,-0.709,-2.275
2.603,-0.679,-3.468
2.998,-0.811,-4.630
3.309,-0.864,-4.851
3.430,-0.193,-4.238
3.009,0.506,-3.373
2.283,0.984,-2.724
1.377,1.054,-2.285
0.364,0.358,-1.806
-0.554,-0.541,-1.554
-1.392,-1.520,-1.803
-1.897,-2.559,-2.399
-2.090,-2.971,-3.266
-2.346,-2.813,-4.093
-2.703,-2.446,-3.809
-3.142,-2.087,-1.860
-3.788,-1.933,0.534
-4.552,-1.994,1.932
-5.467,-2.428,2.030
-6.380,-2.957,1.140
-6.913,-3.139,-0.092
-7.302,-2.902,-1.611
-7.333,-2.388,-3.337
-6.775,-2.077,-4.673
-5.916,-1.801,-5.948
-4.843,-1.556,-7.042
-4.059,-2.118,-7.048
-3.418,-2.834,-5.642
-2.629,-3.360,-2.870
-2.043,-4.062,0.287
-1.349,-4.114,2.059
-0.460,-3.995,1.784
0.510,-4.184,0.557
1.834,-4.048,-0.684
3.216,-4.079,-1.830
4.322,-4.366,-2.838
5.520,-4.634,-3.998
6.665,-5.095,-5.309
7.428,-5.512,-6.233
7.933,-5.629,-6.146
8.008,-5.405,-4.788
7.590,-4.579,-3.207
6.732,-3.239,-2.594
5.816,-1.876,-2.764
5.039,-0.312,-3.190
4.204,1.295,-3.476
3.718,2.298,-3.104
3.536,2.796,-2.091
3.436,2.726,-0.825
3.605,2.091,0.400
3.827,1.507,1.270
3.972,1.077,1.565
3.988,0.880,1.193
3.693,1.234,0.238
3.166,1.835,-0.729
2.386,2.458,-1.148
1.413,2.939,-0.930
0.582,2.917,0.016
-0.039,2.585,1.371
-0.266,2.177,2.338
0.015,1.576,2.354
0.694,0.783,1.099
1.737,-0.094,-0.525
2.642,-1.001,-0.755
3.175,-1.422,0.348
3.311,-1.245,1.390
2.904,-1.096,1.843
2.341,-0.483,1.729
1.686,0.767,1.112
0.943,1.993,-0.282
0.375,3.172,-2.422
0.027,3.684,-3.641
0.102,3.462,-2.450
0.656,3.314,0.371
1.332,2.948,2.830
1.888,2.379,3.900
2.415,2.052,4.172
2.868,2.105,4.543
3.152,2.958,4.664
2.978,4.177,3.586
2.516,5.047,1.549
2.221,5.521,-0.332
1.898,5.389,-1.354
1.721,4.615,-1.804
1.611,3.170,-1.614
1.718,1.118,0.004
2.362,-0.633,2.472
3.099,-1.663,4.775
3.722,-2.092,6.458
4.209,-1.504,6.949
4.671,-0.420,6.193
4.957,0.325,4.425
5.098,0.768,2.254
5.126,0.340,0.746
5.213,-0.794,0.254
5.621,-1.996,0.383
5.772,-3.589,0.997
5.968,-4.952,1.971
6.334,-5.495,2.480
6.485,-5.408,2.314
6.536,-4.689,1.934
6.343,-3.676,1.504
6.099,-2.615,1.220
5.650,-1.490,0.906
4.988,-0.578,0.527
4.513,-0.315,0.532
4.174,-0.457,1.123
3.837,-0.738,2.136
3.341,-1.257,2.868
3.031,-1.669,2.861
2.970,-1.973,2.311
2.846,-1.926,1.453
2.742,-1.089,0.534
2.607,0.025,-0.146
2.234,1.113,-0.436
1.699,1.977,-0.589
1.116,2.046,-0.548
0.214,1.347,0.170
-0.898,0.340,1.242
-1.879,-0.729,1.961
-2.429,-1.640,1.821
-2.501,-2.165,0.667
-2.398,-2.199,-0.452
-1.938,-1.776,-0.479
-1.288,-1.032,0.354
-0.714,-0.538,1.580
-0.470,-0.661,2.729
-0.998,-0.947,3.505
-1.857,-1.586,4.043
-2.827,-2.454,4.009
-3.798,-3.082,3.254
-4.613,-3.871,1.947
-5.237,-4.245,0.061
-5.156,-4.123,-1.685
-4.686,-3.963,-2.441
-4.112,-3.063,-1.786
-3.411,-1.734,-0.136
-3.013,-0.364,1.286
-2.968,0.791,1.878
-3.319,1.107,1.188
-3.917,1.173,-0.431
-4.851,0.875,-1.825
-6.051,0.280,-2.680
-7.018,0.134,-2.632
-7.915,0.147,-1.795
-8.423,0.948,-1.025
-8.516,2.154,-0.307
-8.425,3.027,0.764
-7.743,4.367,1.936
-7.135,5.224,2.535
-6.792,5.327,2.284
-6.275,5.391,1.480
-6.004,4.909,0.755
-5.749,4.273,0.423
-5.507,3.587,0.027
-5.521,2.648,-0.674
-5.409,1.874,-1.417
-5.344,0.980,-1.846
-5.294,0.038,-1.568
-5.088,-0.684,-0.422
-4.969,-1.336,1.420
-4.665,-1.681,3.252
-4.155,-1.731,3.973
-3.799,-1.543,2.946
-3.296,-1.122,0.590
-2.856,-0.655,-1.956
-2.899,-0.138,-3.867
-3.007,0.202,-4.711
-3.398,0.255,-4.124
-4.107,0.066,-2.370
-4.803,-0.391,-0.248
-5.484,-0.966,1.409
-6.007,-1.577,2.078
-6.477,-2.141,1.757
-6.616,-2.370,0.750
-6.520,-2.086,-0.202
-6.395,-1.584,-0.288
-5.925,-0.978,0.584
-5.486,-0.224,1.775
-5.141,0.416,2.456
-4.708,0.804,2.459
-4.293,0.773,2.497
-3.820,0.609,2.868
-3.366,0.669,2.450
-2.799,0.483,0.759
-2.005,-0.087,-0.828
-1.026,-0.586,-1.582
0.239,-0.915,-2.016
1.727,-1.475,-2.128
3.331,-2.113,-1.367
4.841,-2.222,0.168
6.191,-1.843,1.268
7.055,-1.179,1.186
7.087,-0.558,0.091
6.563,0.079,-2.005
5.459,0.943,-4.545
4.054,1.350,-6.587
2.848,1.430,-7.379
1.784,1.450,-6.429
0.966,1.317,-4.308
0.425,1.433,-1.793
-0.061,1.307,0.733
-0.424,1.266,2.778
-0.765,1.865,3.797
-1.445,2.333,3.196
-2.158,2.998,1.157
-2.650,3.979,-1.061
-3.022,4.959,-2.379
-3.272,5.973,-2.755
-3.561,6.436,-2.845
-3.695,6.455,-2.979
-3.939,6.016,-3.471
-4.432,5.046,-4.803
-4.713,3.905,-6.177
-4.992,2.604,-6.254
-5.177,1.873,-5.032
-5.252,1.750,-3.363
-5.115,1.726,-2.000
-4.570,1.942,-1.286
-4.036,2.006,-0.821
-3.555,2.064,-0.596
-3.252,2.364,-1.168
-3.215,2.204,-2.024
-3.261,1.945,-2.545
-3.305,2.285,-2.684
-3.430,2.719,-2.291
-3.552,3.290,-2.139
-3.401,3.877,-2.747
-3.293,3.935,-3.305
-3.225,4.194,-3.448
-2.929,4.588,-3.222
-2.466,4.730,-2.885
-1.854,5.175,-2.897
-1.261,5.568,-3.238
-0.668,5.911,-3.885
0.029,6.369,-4.330
0.695,6.294,-3.843
1.416,6.166,-2.758
2.168,5.944,-1.619
2.690,5.080,-0.411
3.169,4.449,1.001
3.459,3.989,1.982
3.275,3.502,1.359
2.888,3.143,-0.718
2.262,2.416,-2.768
1.585,1.911,-3.948
1.109,1.495,-4.734
0.574,0.523,-5.470
0.016,-0.626,-5.578
-0.372,-1.871,-4.671
-0.818,-2.587,-3.244
-1.562,-2.551,-2.163
-2.415,-2.055,-1.775
-3.166,-0.643,-1.631
-3.731,1.298,-1.384
-4.149,3.189,-0.925
-4.414,4.698,-0.089
-4.326,5.199,0.984
-3.841,4.881,2.160
-3.034,4.036,3.088
-2.068,2.794,3.337
-0.975,1.768,3.153
0.301,1.324,2.710
1.537,1.554,2.179
2.479,2.240,1.768
3.056,3.171,1.248
3.347,4.234,0.363
3.353,4.844,-0.912
3.111,4.790,-2.038
2.718,4.096,-2.409
2.398,2.877,-2.085
2.365,1.452,-1.531
2.340,-0.141,-0.878
2.407,-1.506,-0.092
2.698,-2.274,0.445
2.739,-2.548,0.625
2.389,-2.457,0.607
1.898,-2.170,0.973
1.215,-1.977,2.218
0.389,-1.700,3.204
-0.168,-1.166,3.013
-0.632,-0.847,2.117
-0.921,-0.449,1.250
-0.741,0.079,1.139
-0.490,0.315,1.597
-0.336,0.479,2.195
-0.211,0.104,3.225
0.080,-0.601,4.532
0.402,-0.984,5.554
0.391,-1.563,5.725
0.237,-2.009,4.974
-0.044,-2.054,3.973
-0.487,-2.057,3.021
-0.884,-1.668,2.363
-1.401,-1.309,2.474
-2.071,-1.084,3.480
-2.526,-0.650,5.210
-2.891,-0.473,6.779
-3.210,-0.336,7.366
-3.188,-0.497,7.267
-2.966,-1.040,6.696
-2.513,-1.351,5.589
-1.970,-1.933,4.373
-1.559,-2.421,3.353
-1.061,-2.488,2.502
-0.685,-2.648,1.725
-0.447,-2.511,0.863
-0.096,-2.308,0.129
0.125,-2.323,-0.155
0.404,-2.132,-0.059
1.027,-2.048,0.241
1.695,-2.209,0.696
2.559,-2.318,1.649
3.755,-2.366,3.105
4.948,-2.145,4.454
6.226,-1.931,5.511
7.541,-1.989,6.252
8.624,-1.929,6.597
9.477,-2.105,6.517
10.120,-2.538,5.726
10.629,-2.802,4.125
10.775,-3.297,2.426
10.409,-3.933,1.792
9.860,-4.411,2.331
9.050,-4.862,2.956
7.871,-5.281,2.908
6.551,-5.693,1.853
5.221,-5.724,-0.296
3.890,-5.363,-2.861
2.671,-5.125,-4.858
1.795,-4.845,-5.409
1.125,-4.740,-4.016
0.800,-4.804,-1.216
0.820,-4.619,1.613
0.750,-4.670,3.499
0.857,-4.541,4.017
1.057,-3.788,2.471
0.949,-3.093,-0.798
0.624,-2.461,-3.975
0.242,-1.732,-5.436
-0.159,-0.955,-4.649
-0.610,-0.045,-2.579
-0.893,0.796,-0.409
-1.016,1.304,1.431
-0.825,1.404,2.872
-0.224,1.036,3.652
0.338,0.107,2.995
0.692,-1.239,1.211
0.696,-2.680,-0.263
0.539,-3.495,-1.009
0.157,-3.296,-1.659
-0.713,-2.654,-2.210
-1.662,-1.666,-1.800
-2.548,-0.513,-0.177
-3.465,0.193,1.745
-4.503,0.466,2.501
-5.450,0.130,1.992
-6.079,-0.825,1.463
-6.478,-1.613,0.937
-6.646,-2.076,0.191
-6.825,-2.770,0.220
-6.844,-3.210,1.426
-6.612,-2.901,2.987
-6.592,-2.393,3.840
-6.306,-1.689,3.612
-5.379,-0.904,2.600
-4.041,-0.111,0.811
-2.252,0.862,-1.562
-0.386,1.372,-3.456
1.366,1.707,-3.831
3.021,2.338,-2.550
3.952,2.974,-0.625
3.846,3.644,0.710
3.188,3.819,1.062
2.261,3.321,0.629
1.114,2.632,-0.179
0.057,1.682,-1.123
-0.574,0.731,-2.072
-0.495,0.130,-2.530
0.113,0.019,-2.123
1.039,0.694,-0.815
2.224,1.775,0.923
3.196,2.813,1.977
3.718,3.393,1.750
3.646,3.025,0.825
3.129,2.388,0.202
2.489,2.077,0.067
1.730,1.913,-0.185
1.322,1.963,-0.898
1.422,2.166,-1.857
1.923,2.521,-2.479
2.843,2.777,-2.337
3.718,2.347,-1.472
4.512,1.544,-0.639
5.220,0.540,-0.673
5.779,-0.844,-1.161
6.459,-2.039,-1.646
7.110,-2.695,-2.250
7.670,-2.928,-2.752
8.169,-2.805,-2.954
8.456,-2.351,-2.614
8.632,-1.766,-1.722
8.663,-1.187,-1.049
8.424,-0.778,-1.247
8.257,-1.032,-2.195
8.200,-1.610,-3.392
8.020,-2.194,-3.997
7.778,-3.107,-3.111
7.347,-3.855,-1.109
6.725,-4.219,0.787
5.838,-4.409,1.698
4.895,-4.373,1.361
4.295,-4.369,0.395
3.919,-4.088,-0.774
3.821,-3.267,-2.250
3.942,-2.441,-3.506
4.256,-1.631,-3.782
4.731,-0.607,-3.104
4.954,0.332,-1.904
4.905,0.866,-0.459
4.662,0.955,1.128
4.241,0.695,2.787
3.771,0.396,3.903
3.193,0.194,3.716
2.612,-0.100,2.257
2.183,-0.107,0.089
1.832,0.327,-2.063
1.722,0.845,-3.613
1.753,1.622,-4.059
1.722,2.599,-3.148
1.771,3.640,-1.822
1.667,4.596,-1.218
1.297,5.041,-1.192
0.935,5.359,-1.329
0.502,5.654,-1.582
0.068,5.364,-1.750
-0.117,4.778,-1.762
0.091,4.417,-1.795
0.827,4.149,-1.973
1.653,4.004,-2.328
2.390,3.965,-2.604
3.279,3.719,-2.450
4.080,3.415,-2.035
4.689,2.881,-1.979
5.109,1.909,-2.370
5.358,0.829,-2.607
5.695,0.052,-2.547
6.152,-0.018,-2.564
6.675,0.197,-2.893
7.285,0.493,-3.446
7.983,0.834,-3.688
8.762,0.660,-3.277
9.383,0.177,-2.317
9.832,-0.405,-1.375
10.164,-0.777,-1.109
10.248,-0.669,-1.273
10.122,-0.279,-1.618
9.678,0.505,-1.775
8.945,1.171,-1.099
7.976,1.533,-0.066
6.753,1.695,0.744
5.585,1.138,1.076
4.855,0.423,0.991
4.663,-0.127,0.943
4.658,-0.612,0.869
4.803,-0.580,0.673
5.188,-0.407,0.021
5.400,-0.189,-1.213
5.326,0.238,-2.432
4.989,0.632,-3.389
4.391,1.005,-3.886
3.730,0.957,-3.853
3.041,0.564,-3.399
2.649,-0.006,-2.414
2.654,-1.103,-1.318
2.870,-2.104,-0.841
3.207,-2.894,-1.118
3.441,-3.718,-1.518
3.617,-4.014,-1.435
3.330,-3.976,-1.284
2.581,-3.659,-1.874
1.823,-3.293,-2.785
0.768,-3.433,-2.761
-0.121,-3.373,-1.796
-0.545,-3.225,-0.950
-0.617,-3.371,-0.786
0.050,-3.419,-0.947
1.068,-3.455,-0.574
2.143,-3.115,0.643
3.168,-2.378,2.092
3.725,-1.719,3.164
3.984,-1.156,3.792
3.835,-0.813,3.893
3.213,-0.761,3.329
2.538,-0.999,2.384
1.863,-1.314,1.500
1.146,-1.590,1.199
0.515,-1.900,1.674
0.208,-2.017,2.330
0.070,-1.751,2.798
-0.024,-1.185,3.305
-0.100,-0.514,4.152
-0.325,0.059,5.395
-0.420,0.441,6.662
-0.579,0.543,7.421
-0.900,-0.017,7.456
-1.045,-1.073,7.170
-0.964,-2.188,6.677
-0.623,-3.313,5.533
-0.266,-4.287,4.233
0.174,-4.927,3.732
0.813,-4.757,4.399
1.232,-3.951,6.042
1.597,-3.038,7.327
2.221,-2.185,7.199
2.894,-2.054,5.711
3.649,-2.423,3.069
4.471,-3.116,0.363
5.250,-4.364,-1.213
6.120,-5.313,-1.093
6.746,-6.007,0.656
7.123,-6.357,2.795
7.520,-5.913,4.149
7.578,-5.416,4.242
7.751,-4.624,3.584
8.227,-3.638,2.976
8.348,-2.908,2.327
8.390,-2.070,1.409
8.305,-1.957,0.019
7.732,-2.589,-1.630
6.909,-3.409,-2.924
5.829,-4.402,-3.423
4.561,-4.958,-2.661
3.422,-5.031,-0.884
2.776,-4.368,0.860
2.702,-2.949,1.621
3.029,-1.525,1.429
3.714,-0.138,1.050
4.404,0.830,0.626
4.718,0.882,-0.102
4.421,0.208,-1.023
3.570,-0.935,-1.266
2.471,-2.055,-0.110
1.223,-2.723,1.602
0.003,-3.146,2.893
-0.988,-3.588,3.438
-1.329,-3.884,3.372
-0.999,-4.087,3.136
-0.409,-4.131,2.436
0.504,-3.919,1.430
1.516,-3.755,0.916
2.434,-3.074,0.896
3.105,-1.906,1.219
3.145,-1.071,1.696
2.650,-0.204,2.027
1.748,0.494,2.226
0.671,0.942,2.246
-0.241,1.625,2.055
-0.788,1.952,1.898
-0.785,2.128,1.869
-0.107,2.361,1.784
0.889,2.099,1.658
1.827,1.718,1.599
2.816,1.252,1.454
3.444,0.484,1.128
3.881,-0.257,0.599
4.306,-0.941,-0.046
4.296,-1.536,-0.346
4.338,-1.914,-0.097
4.221,-2.174,0.281
3.738,-2.429,0.222
3.306,-2.644,-0.498
2.817,-2.780,-1.373
2.237,-2.955,-1.754
1.497,-3.030,-1.784
0.677,-2.777,-1.936
-0.216,-2.369,-2.126
-0.982,-1.854,-2.123
-1.482,-1.225,-2.180
-2.158,-0.693,-2.277
-2.800,-0.291,-2.221
-3.314,0.159,-2.486
-3.768,0.662,-2.984
-3.977,1.080,-3.069
-4.181,1.682,-2.614
-4.378,2.289,-1.455
-4.578,2.586,-0.103
-4.777,2.702,0.716
-5.134,2.082,1.415
-5.733,1.115,1.816
-6.077,0.448,1.130
-6.632,-0.773,-0.531
-7.314,-2.255,-2.289
-7.457,-3.558,-3.125
-7.825,-5.113,-2.497
-8.300,-6.353,-0.548
-8.363,-7.297,1.733
-8.481,-7.894,3.446
-8.402,-7.521,4.466
-7.945,-6.503,4.678
-7.268,-4.840,4.079
-6.537,-3.055,2.817
-5.963,-1.691,1.159
-5.334,-0.537,-0.259
-4.898,0.038,-0.720
-4.637,0.413,-0.135
-4.448,0.838,0.771
-4.653,1.059,1.551
-4.917,1.448,1.906
-5.163,1.997,1.154
-5.362,2.479,-0.636
-5.489,2.753,-2.492
-5.704,2.782,-3.439
-5.429,2.738,-3.373
-4.966,2.655,-2.994
-4.743,2.405,-2.475
-4.310,2.093,-1.497
-4.063,2.059,-0.145
-4.108,2.167,0.971
-4.096,2.206,1.342
-4.171,2.288,1.396
-4.309,2.375,2.002
-4.374,2.576,3.259
-4.482,2.800,4.338
-4.716,2.710,4.406
-4.863,2.498,3.006
-4.885,2.224,0.201
-4.823,1.807,-2.986
-4.864,1.487,-5.459
-4.940,1.267,-6.542
-4.780,0.953,-5.997
-4.616,0.762,-4.371
-4.382,0.937,-2.161
-4.004,1.106,0.289
